"","brewery_name","beer_name","all","aroma","appearance","palate","abv","taste","count"
"270","A.J.I. Beer Inc","Minoh Imperial Stout",3.83333333333333,3.83333333333333,4.16666666666667,3.66666666666667,7.5,4,3
"271","A.J.I. Beer Inc","Minoh IPA",4,4.25,4.75,4,6.5,3.5,2
"272","A.J.I. Beer Inc","Minoh Red Ale",4,3.5,5,4,5,4,1
"273","A.J.I. Beer Inc","Minoh Stout",3.8,4.05,4.05,3.75,5.5,3.7,10
"274","A.J.I. Beer Inc","Minoh Ukon (Tumeric)",2,2,1.5,2,5,2,1
"275","A.J.I. Beer Inc","Osaka Bakushu [Stout]",2.5,3.5,2,2,5.5,3,1
"276","A1A Aleworks","A. Strange Stout",4,3.75,4,4.08333333333333,5.57,4,6
"277","A1A Aleworks","Bridge Of Lions Brown Ale",3.66666666666667,3.5,3.66666666666667,3.5,5.11,3.33333333333333,3
"278","A1A Aleworks","IPA",3.5,3.5,3,3.5,7.5,3.5,1
"279","A1A Aleworks","King Street Light Lager",3,3.5,3,3,3.61,3,1
"280","A1A Aleworks","Oktoberfest Lager",3.25,2.875,3.875,3.5,5.2,3,4
"281","A1A Aleworks","Porpoise Point Pale Ale",3.15,3.05,3.45,3.35,5.42,2.95,10
"282","A1A Aleworks","Red Brick Ale",3.64285714285714,3.5,3.85714285714286,3.14285714285714,5.42,3.64285714285714,7
"283","Aarhus Bryghus","Black Ice",3.5,3.5,4,4,8.5,4,1
"284","Aarhus Bryghus","Sweet Georgia Brown",3.5,3,3.5,3.5,5.5,3.5,1
"285","Aass Brewery","Aass Bayer (Aass Dark)",3.25,3.6,3.7,3.05,4.5,3.2,10
"286","Aass Brewery","Aass Bock",3.92682926829268,3.85365853658537,3.98780487804878,3.81707317073171,6.5,4.03658536585366,41
"287","Aass Brewery","Aass Classic",3.6875,3.4375,3.5,3.3125,5.5,3.625,8
"288","Aass Brewery","Aass Genuine Pilsner",3.75,3.28125,3.625,3.5,5.5,3.6875,16
"289","Aass Brewery","Aass Gourmet Pale Ale",3,3,4,3,4.7,3,1
"290","Aass Brewery","Aass Gulløl",3.5,3.5,3.5,4,5.5,3.5,1
"291","Aass Brewery","Aass Halling Pilsnerøl",2.83333333333333,2.5,3.33333333333333,3.33333333333333,4.7,2.66666666666667,3
"292","Aass Brewery","Aass Juleøl",3.55,3.375,3.575,3.35,6.5,3.425,20
"293","Aass Brewery","Aass Juleøl Premium 9%",4,4,4,4,9,4,2
"294","Aass Brewery","Aass Original Lager",4.0625,3.3125,3.6875,3.75,5,3.6875,8
"295","AB Group, Ltd.","Auckland Dark Ale",2.66666666666667,2.66666666666667,3.16666666666667,2.83333333333333,4,2.33333333333333,3
"296","Abashiri, K.K.","Alt",4.5,4,3.5,4.5,5,4,1
"297","Abashiri, K.K.","Beta Bore",2.75,3.75,4,2.5,5,2.5,2
"298","Abashiri, K.K.","Bilk",3,3.5,3,3,5,3.5,1
"299","Abashiri, K.K.","Hotate Draft",2.75,2.75,3,2.5,5,3,2
"300","Abashiri, K.K.","Konbu Draft",4,4.5,4,3.5,5,3.5,1
"301","Abashiri, K.K.","Nonky",3,3.5,3.5,3.5,5,3,1
"302","Abashiri, K.K.","Oishii Mizu",4,3.5,4,3.5,5,4,1
"303","Abashiri, K.K.","Pilsener",4.5,3.5,3.5,4,5,4,1
"304","Abashiri, K.K.","Stout",3.5,4,3.5,3.5,5,4,1
"305","Abashiri, K.K.","Weizen",4.5,3.5,3.5,4,5,4,1
"306","Abbaye de Leffe S.A.","Leffe 9",3.71428571428571,3.58928571428571,3.76785714285714,3.72321428571429,9,3.76785714285714,56
"307","Abbaye de Leffe S.A.","Leffe Bière De Printemps (Springbeer)",2.8,3.2,3.6,2.7,6.6,2.9,5
"308","Abbaye de Leffe S.A.","Leffe Blonde",3.64272970561998,3.57537912578055,3.79081177520071,3.58608385370205,6.6,3.57091882247993,1121
"309","Abbaye de Leffe S.A.","Leffe Brune / Brown",3.82857142857143,3.71142857142857,3.97142857142857,3.77714285714286,6.5,3.88,350
"310","Abbaye de Leffe S.A.","Leffe De Noël",3.09375,3.59375,3.9375,3.125,6.6,3.15625,16
"311","Abbaye de Leffe S.A.","Leffe Radieuse",3.76666666666667,3.775,3.92083333333333,3.7125,8.2,3.7625,120
"312","Abbaye de Leffe S.A.","Leffe Rossa",3.5,3.66666666666667,3.66666666666667,3.33333333333333,6.6,3.33333333333333,3
"313","Abbaye de Leffe S.A.","Leffe Ruby",3.125,2.91666666666667,3.58333333333333,3.125,5,2.66666666666667,12
"314","Abbaye de Leffe S.A.","Leffe Tripel",3.79220779220779,3.87012987012987,3.78571428571429,3.7987012987013,8.5,3.8961038961039,77
"315","Abbaye de Leffe S.A.","Leffe Vieille Cuvée",3.68867924528302,3.79245283018868,3.91509433962264,3.73584905660377,8.2,3.72641509433962,53
"316","Abbaye Mont Des Cats","Mont Des Cats Biere Trappiste",3.42857142857143,3.42857142857143,3.78571428571429,3.5,7.6,3.42857142857143,7
"317","Abbey Ales Limited","Abbey Ales Bellringer",3.6,3.6,3.5,3.7,4.2,3.7,5
"318","Abbey Ales Limited","Black Friar",3,3.5,3.5,3.5,5.3,3.5,1
"319","Abbey Ales Limited","Steeple Jack",3.5,3.5,4,3.5,4.8,3.5,1
"320","Abbey Ales Limited","White Friar",4.5,3.5,4,4.5,5,4,1
"321","Abbey Bells Brewery","Santa's Stocking Filler",3,3.5,3,3,4.5,3.5,1
"322","Abbey Beverage Company","Monks' Ale",3.63513513513514,3.47297297297297,3.71621621621622,3.51351351351351,5.1,3.45945945945946,37
"323","Abbey Beverage Company","Monks' Wit",3.43333333333333,3.36666666666667,3.36666666666667,3.43333333333333,5.1,3.33333333333333,15
"324","Abbey Beverage Company (Monastery of Christ in the Desert)","Monks' Ale",3.69230769230769,3.46153846153846,3.69230769230769,3.65384615384615,4.7,3.69230769230769,13
"325","Abbey Brewing Co.","Abbey Brown",3.5,3.5,3.5,4,6,4,1
"326","Abbey Brewing Co.","Abbey Dubbel",4.16666666666667,3.5,3.83333333333333,4,9,4,3
"327","Abbey Brewing Co.","Abbey India Pale Ale",3.72222222222222,3.55555555555556,3.72222222222222,3.77777777777778,6.2,3.66666666666667,9
"328","Abbey Brewing Co.","Abbey Oatmeal Stout",3,4,4.5,4,8,3,1
"329","Abbey Brewing Co.","Abbey Russian Imperial Stout",4.22727272727273,3.95454545454545,4.13636363636364,4.27272727272727,9.5,4.18181818181818,11
"330","Abbey Brewing Co.","Brother Aaron's Quadrupel",4.05555555555556,3.83333333333333,3.88888888888889,3.94444444444444,10.5,4.22222222222222,9
"331","Abbey Brewing Co.","Father Franks Bock",4,3,4.5,4,8,4,1
"332","Abbey Wright Brewing Co.","Alpha Deuce IPA",4,4.16666666666667,3.5,3.83333333333333,7.8,3.66666666666667,3
"333","Abbey Wright Brewing Co.","Firestorm Saison",3.5,3.5,2.75,3.25,6.6,3.5,2
"334","Abbey Wright Brewing Co.","Frosty Pumpkin Ale",2.5,4,3.5,2.5,6.5,3,1
"335","Abbey Wright Brewing Co.","Hefe",2,3,3,2.5,4.6,2.5,1
"336","Abbey Wright Brewing Co.","Patty & Aaron's",3.75,4,4,4,7.2,4,2
"337","Abbey Wright Brewing Co.","Vanilla Cream Stout",3.5,3.5,3.5,4,5,3.5,1
"338","Abbey Wright Brewing Co.","Vanilla Latte Stout",3.75,3.5,3.75,3.5,5.8,4,2
"339","Abbey Wright Brewing Co.","XPA (Extra Pale Ale)",3.5,4,3,3,5.4,3.5,1
"340","Abbeydale Brewery","Absolution",4.33333333333333,4.33333333333333,4.33333333333333,4.16666666666667,5.3,4.66666666666667,3
"341","Abbeydale Brewery","Last Rites",4,4.5,3.5,4,11,4,1
"342","Abbeydale Brewery","Matins",4.5,3.5,4,3.5,3.6,3.5,1
"343","Abbeydale Brewery","Moonshine",4.125,4,3.875,4,4.3,4,4
"344","Abbeydale Brewery","White Lady",3,3.5,3.5,3.5,4.7,3,1
"345","Aberdeen Brewing Company","County Porter",4,4,4,4.5,4.2,4,1
"346","Abita Brewing Co.","20th Anniversary Pilsner",4.16477272727273,3.91477272727273,3.90909090909091,3.88068181818182,5,3.97727272727273,88
"347","Abita Brewing Co.","25th Anniversary Vanilla Doubledog",3.53465346534653,3.5,3.88118811881188,3.48019801980198,7,3.54455445544554,101
"348","Abita Brewing Co.","Abbey Ale",3.61904761904762,3.63756613756614,3.89153439153439,3.63492063492063,8,3.61111111111111,189
"349","Abita Brewing Co.","Abita Select Amarillo Hopped Restoration Pale Ale",4,4,3.5,4,5,4,1
"350","Abita Brewing Co.","Abita Select Barleywine",3.5,3.25,4,3.25,9.6,3.5,2
"351","Abita Brewing Co.","Abita Select Belgian Golden Ale",4,3.5,4,3.25,7.5,3.75,2
"352","Abita Brewing Co.","Abita Select Black IPA",4.27272727272727,4.04545454545455,4.04545454545455,3.81818181818182,7,4.18181818181818,11
"353","Abita Brewing Co.","Abita Select Doppelbock",3.94444444444444,3.61111111111111,4,3.94444444444444,8,3.88888888888889,9
"354","Abita Brewing Co.","Abita Select Double IPA",3.78571428571429,3.78571428571429,3.89285714285714,3.71428571428571,9,3.82142857142857,14
"355","Abita Brewing Co.","Abita Select Double Kolsch",3.16666666666667,3.33333333333333,3.83333333333333,3.83333333333333,8,3.33333333333333,3
"356","Abita Brewing Co.","Abita Select Honey Rye Ale",3.66666666666667,3.5,4,3.83333333333333,7,4,3
"357","Abita Brewing Co.","Abita Select Imperial Louisiana Oyster Stout",3.875,4.125,4,3.5625,8,3.875,8
"358","Abita Brewing Co.","Abita Select Imperial Stout",4,3.7,3.7,3.45,8.5,3.65,10
"359","Abita Brewing Co.","Abita Select Kolsch",3.25,3.25,3,3.25,4.8,3.25,2
"360","Abita Brewing Co.","Abita Select Oatmeal Stout (DUPLICATE)",3.5,4,4,3,6,3,1
"361","Abita Brewing Co.","Abita Select Pale Ale",4.1,3.9,3.6,3.7,5,3.7,5
"362","Abita Brewing Co.","Abita Select Rum Barrel Aged Honey Rye",2.5,1.5,4.5,3.5,7,2,1
"363","Abita Brewing Co.","Abita Select Triple Haze",2.78571428571429,3.28571428571429,3.5,3.28571428571429,8,2.78571428571429,7
"364","Abita Brewing Co.","Abita Select Vanilla Porter",4,4,4.25,3.75,6.4,3.5,4
"365","Abita Brewing Co.","Abita Select Weizenbock",4,2.75,3.75,4,8,3.75,2
"366","Abita Brewing Co.","Amber",3.54952830188679,3.20518867924528,3.48584905660377,3.31839622641509,4.5,3.34080188679245,424
"367","Abita Brewing Co.","Andygator",3.47887323943662,3.35915492957746,3.59859154929577,3.52464788732394,8,3.45950704225352,284
"368","Abita Brewing Co.","Christmas Ale 2001",3.25,3.5,3.5,3,5.5,3,2
"369","Abita Brewing Co.","Christmas Ale 2010",3.52222222222222,3.46666666666667,3.78888888888889,3.37777777777778,5.5,3.43333333333333,45
"370","Abita Brewing Co.","Christmas Ale 2011",3.19444444444444,3.23611111111111,3.77777777777778,3.26388888888889,5.5,3.09722222222222,36
"371","Abita Brewing Co.","Fall Fest",3.26543209876543,3.03703703703704,3.27777777777778,3.19753086419753,5.4,3.11728395061728,81
"372","Abita Brewing Co.","Golden",3.40086206896552,2.85344827586207,3.05172413793103,3.10344827586207,4.2,3.04310344827586,116
"373","Abita Brewing Co.","Jockamo IPA",3.60021551724138,3.44612068965517,3.75431034482759,3.52047413793103,6.5,3.43534482758621,464
"374","Abita Brewing Co.","Light",3.40140845070423,2.74647887323944,3,3.06338028169014,4,3.03521126760563,71
"375","Abita Brewing Co.","Mardi Gras Bock",3.53636363636364,3.23030303030303,3.54848484848485,3.40606060606061,6.5,3.37272727272727,165
"376","Abita Brewing Co.","Pecan Harvest Ale",3.43167701863354,3.38354037267081,3.50931677018634,3.23136645962733,5,3.33074534161491,322
"377","Abita Brewing Co.","Purple Haze",3.26631259484067,3.17905918057663,3.25113808801214,3.10698027314112,4.2,3.10166919575114,659
"378","Abita Brewing Co.","Red Ale",3.43939393939394,3.45454545454545,3.60606060606061,3.29545454545455,5.2,3.39393939393939,66
"379","Abita Brewing Co.","Restoration Pale Ale",3.57417582417582,3.35164835164835,3.48626373626374,3.39010989010989,5,3.37362637362637,182
"380","Abita Brewing Co.","Satsuma Harvest Wit",3.66785714285714,3.44285714285714,3.57142857142857,3.46785714285714,5.1,3.46785714285714,140
"381","Abita Brewing Co.","SOS (Save Our Shore)",3.86492890995261,3.67772511848341,3.95260663507109,3.70616113744076,7,3.71563981042654,211
"382","Abita Brewing Co.","Strawberry Harvest Lager",3.67625899280576,3.56834532374101,3.4136690647482,3.43525179856115,4.2,3.51258992805755,278
"383","Abita Brewing Co.","Turbodog",3.70695553021665,3.51596351197263,3.8363740022805,3.51311288483466,5.6,3.64538198403649,877
"384","Abita Brewing Co.","Vanilla Turbodog",4,4.125,3.875,3.875,5.6,3.625,4
"385","Abita Brewing Co.","Wheat",3.64705882352941,3.08088235294118,3.29411764705882,3.30147058823529,4.2,3.23529411764706,68
"386","Åbro Bryggeri","Åbro Arton56 3,5%",4,3.5,3,4,3.5,4,1
"387","Åbro Bryggeri","Åbro Arton56 5,2%",2.16666666666667,2.16666666666667,3.5,2.83333333333333,5.2,2,3
"388","Åbro Bryggeri","Åbro Arton56 Amber",3.5,3.5,3.5,3.5,5.2,3,1
"389","Åbro Bryggeri","Åbro Bryggmästarens Bästa Pilsner 5,0%",3.5,3.1,3.3,3.7,5,3.4,5
"390","Åbro Bryggeri","Åbro Bryggmästarens Mixed Ale 3,5%",3,3,3.5,3,3.5,3,1
"391","Åbro Bryggeri","Åbro Bryggmästarens Mixed Ale 5,0%",3.5,2,4,3.5,5,3,1
"392","Åbro Bryggeri","Åbro Bryggmästarens Mörka Lager",4,3,3,3.16666666666667,5,3.66666666666667,3
"393","Åbro Bryggeri","Åbro Bryggmästarens Oktoberfestöl",4,2.5,3,2.5,5.4,2.5,1
"394","Åbro Bryggeri","Åbro Bryggmästarens Påsköl",3.5,3.16666666666667,4.33333333333333,3.83333333333333,5,3.5,3
"395","Åbro Bryggeri","Åbro Bryggmästarens Premium Guld",2.66666666666667,3,3.33333333333333,2.83333333333333,5.7,3,3
"396","Åbro Bryggeri","Åbro Bryggmästarens Veteöl 3,5%",3.5,3.5,2.75,2.75,3.5,3,2
"397","Åbro Bryggeri","Åbro Export",2,1.83333333333333,3,2.16666666666667,5.3,2.16666666666667,3
"398","Åbro Bryggeri","Åbro Färsköl",3.5,3,3.5,3.5,5.2,4,1
"399","Åbro Bryggeri","Åbro Femkommatvåan",3.16666666666667,2.66666666666667,3.33333333333333,3.16666666666667,5.2,3,3
"400","Åbro Bryggeri","Åbro Julbock",2.83333333333333,2.66666666666667,3.16666666666667,2.83333333333333,7,2.83333333333333,3
"401","Åbro Bryggeri","Åbro Julöl",2.625,2,2.875,2.5,5.2,2.25,4
"402","Åbro Bryggeri","Åbro Kung 5,2%",2.16666666666667,2.33333333333333,3.41666666666667,2.58333333333333,5.2,2.16666666666667,6
"403","Åbro Bryggeri","Åbro Lejon",2.875,2.875,3.5,3.125,5.9,2.625,4
"404","Åbro Bryggeri","Åbro Original 3,5%",2.25,2.5,3,2.75,3.5,2,2
"405","Åbro Bryggeri","Åbro Original Extra Stark 7.3%",2.83333333333333,2.83333333333333,3.5,2.66666666666667,7.3,2.83333333333333,3
"406","Åbro Bryggeri","Åbro Original Lättöl",2,1.5,2,1.5,2.2,1.5,1
"407","Åbro Bryggeri","Åbro Original Mellanöl 4,3%",4,2,2.5,4,4.3,3.5,1
"408","Åbro Bryggeri","Abro Original Premium Lagerol",3,2.5,4,3.5,5.2,3,1
"409","Åbro Bryggeri","Åbro Original Starköl 5,2%",2.8,2.9,2.9,2.9,5.2,2.7,5
"410","Åbro Bryggeri","Åbro Sigill",1.75,1.75,3.5,2.5,5.2,1.5,2
"411","Åbro Bryggeri","Åbro Sigill Julöl",2.66666666666667,2.5,4,2.66666666666667,6,2.83333333333333,3
"412","Åbro Bryggeri","Åbro Sjukommatvåan",1.75,1.75,3.25,2,7.2,2,2
"413","Åbro Bryggeri","Åbro Småland 3,5%",1.5,2.5,2.5,2,3.5,1.5,1
"414","Åbro Bryggeri","Åbro Småland 5,2%",3.66666666666667,3,3.5,3.83333333333333,5.2,3.66666666666667,3
"415","Åbro Bryggeri","Åbro Småland Extra 7,2%",2,3,3.5,3,7.2,2,1
"416","Åbro Bryggeri","Åbro Småland Mellanöl 4,5%",3,3.5,3,3,4.5,3,1
"417","Åbro Bryggeri","Åbro Svensk Starköl",2,2,2,2.25,5.1,2,2
"418","Åbro Bryggeri","Åbro Tvåkommaåttan",2.5,2,3,3.5,2.8,2,1
"419","Åbro Bryggeri","Åbro Vimmerby Pilsner",2,3,4,2.5,5.2,2,1
"420","Åbro Bryggeri","Anderssons 3,5%",3,2,2,3,3.5,2,1
"421","Åbro Bryggeri","Anderssons 5,2%",2,2.25,3,2.75,5.2,2,2
"422","Åbro Bryggeri","Anderssons Extra 7,2%",1.5,1.5,1.5,2,7.2,1.5,1
"423","Åbro Bryggeri","Sommaröl (2006)",2,2,2,2,5.2,1.5,1
"424","Åbro Bryggeri","Sommaröl (2009)",3.5,2.5,3,3.5,4.7,3.5,1
"425","Abteibrauerei Siegburger Brauhaus - FritzAle","Monolith",1.5,2.5,4,2,8.5,2,1
"426","AC Golden Brewing Company","AC Golden Baltic Porter",4,3.25,3.25,3.5,8.8,3.75,2
"427","AC Golden Brewing Company","AC Golden German Pilsener",4.16666666666667,3.66666666666667,3.16666666666667,3.33333333333333,5.4,3.83333333333333,3
"428","AC Golden Brewing Company","Colorado Native Lager",3.82894736842105,3.5,3.75,3.63157894736842,5.5,3.68421052631579,38
"429","AC Golden Brewing Company","Herman Joseph's Private Reserve",4.11538461538461,3.5,3.73076923076923,3.80769230769231,4.95,3.73076923076923,13
"430","AC Golden Brewing Company","Winterfest",3.42307692307692,3.23076923076923,3.73076923076923,3.26923076923077,5.5,3.30769230769231,13
"431","Academy of Fine Beers","Wing Man American Lager",2.66666666666667,2.83333333333333,3.5,2.83333333333333,5.5,2.5,3
"432","Acadie-Broue","La Patente",4,3.5,3.75,4,7,3.75,2
"433","Accra Brewery Limited","Club Premium Lager",2.91666666666667,2.25,2.5,2.41666666666667,5,2.66666666666667,6
"434","Accra Brewery Limited","Stone Strong Lager",2,2,2.5,2.5,5.7,1.5,1
"435","Acorn Brewery Of Barnsley","Acorn Barnsley Bitter",4,3.66666666666667,3.83333333333333,3.5,3.8,3.5,3
"436","Acorn Brewery Of Barnsley","Acorn Barnsley Gold",4,3.5,3.5,4,4.3,4,1
"437","Acorn Brewery Of Barnsley","Acorn Fifth Noël",4.5,3.5,4.5,4.5,5.2,4,1
"438","Acorn Brewery Of Barnsley","Acorn First Gold IPA",4,3.5,4,3.5,5,3.5,1
"439","Acorn Brewery Of Barnsley","Acorn Galena IPA",3.5,3.5,5,4,5,3.5,1
"440","Acorn Brewery Of Barnsley","Acorn Northdown Blonde",4.5,3,4.5,4.5,4.1,4.5,1
"441","Acorn Brewery Of Barnsley","Acorn Old Moor Porter",4,4,3.92857142857143,3.92857142857143,4.4,4.07142857142857,7
"442","Acorn Brewery Of Barnsley","Acorn Premium",4.5,3.5,4.5,4,4.5,4,1
"443","Acorn Brewery Of Barnsley","Acorn Quantum",3,2.5,4,3,4.5,3,1
"444","Acorn Brewery Of Barnsley","Acorn Simcoe IPA",4,4,3.5,4,5,4.5,1
"445","Acorn Brewery Of Barnsley","Acorn Sovereign",4,3,4,3.5,4.4,4,1
"446","Acorn Brewery Of Barnsley","Acorn Warrior IPA",3.5,3.5,3,3.5,5,3.5,1
"447","Acorn Brewery Of Barnsley","Gorlovka",4.25,3.75,4.25,3.75,6,3.75,2
"448","Adelbert's Brewery","Rambler",3.5,3,4,3.5,6.2,3,1
"449","Adelbert's Brewery","Scratching Hippo",3.66666666666667,3.83333333333333,4,3.66666666666667,6.8,3.66666666666667,3
"450","Adirondack Pub & Brewery","Bear Naked Ale",3.86666666666667,3.66666666666667,3.63333333333333,3.76666666666667,5.2,3.83333333333333,15
"451","Adirondack Pub & Brewery","Belgian Style Amber Ale",3,4,3.5,2.5,5,3.5,1
"452","Adirondack Pub & Brewery","Belgium White Peach",3.5,3,4,4,4.2,3.5,1
"453","Adirondack Pub & Brewery","Bobcat Blonde",4,3.25,3.25,4,4,4,2
"454","Adirondack Pub & Brewery","Café Vero Stout",3.75,3.75,3.25,2.5,3.7,3.75,2
"455","Adirondack Pub & Brewery","Czech Pilsner",4,3.5,3.5,4,5.3,3.5,1
"456","Adirondack Pub & Brewery","Dirty Blonde",3.83333333333333,3.70833333333333,4,3.625,4.6,3.91666666666667,12
"457","Adirondack Pub & Brewery","Double IPA",4.5,4.5,5,4.5,9.5,4,1
"458","Adirondack Pub & Brewery","Fat Scotsman",3.78571428571429,3.92857142857143,3.85714285714286,3.85714285714286,10.3,3.92857142857143,7
"459","Adirondack Pub & Brewery","Headwater Hefe",3.14285714285714,3.14285714285714,3.57142857142857,3.28571428571429,5,3,7
"460","Adirondack Pub & Brewery","Hopen-Weisse",4,4,3.5,3,5.4,4,1
"461","Adirondack Pub & Brewery","Indian Pale Ale",3.83333333333333,4,4,4.33333333333333,7.1,4,3
"462","Adirondack Pub & Brewery","Inman Pond Blonde",3.83333333333333,3.83333333333333,3.16666666666667,4,4.6,3.66666666666667,3
"463","Adirondack Pub & Brewery","Iroquois Pale Ale",4,4,4.25,4,7,4.25,2
"464","Adirondack Pub & Brewery","Oktoberfest",4,3,3.5,4.5,6.2,4.5,1
"465","Adnams plc, Sole Bay Brewery","Adnams 93 Celebration Ale",4,4.5,2.5,3.5,9.3,4.5,1
"466","Adnams plc, Sole Bay Brewery","Adnams American Style IPA",4.25,4,4,3.75,6.8,3.75,2
"467","Adnams plc, Sole Bay Brewery","Adnams Belgian Abbey Ale",4.25,4,3.5,4.25,5,4.25,2
"468","Adnams plc, Sole Bay Brewery","Adnams Bitter",3.85227272727273,3.52272727272727,3.89772727272727,3.73863636363636,3.7,3.79545454545455,44
"469","Adnams plc, Sole Bay Brewery","Adnams Broadside",3.93157894736842,3.72105263157895,4.01578947368421,3.82105263157895,6.3,3.97894736842105,95
"470","Adnams plc, Sole Bay Brewery","Adnams Broadside Strong Original",3.80666666666667,3.80333333333333,4.03666666666667,3.86333333333333,6.3,3.92666666666667,150
"471","Adnams plc, Sole Bay Brewery","Adnams East Green Carbon Neutral",3.5625,3.25,3.125,3.3125,4.3,3.3125,8
"472","Adnams plc, Sole Bay Brewery","Adnams Explorer",3.82608695652174,3.30434782608696,3.43478260869565,3.52173913043478,4.3,3.6304347826087,23
"473","Adnams plc, Sole Bay Brewery","Adnams Fisherman",4.25,3.75,3.75,4.25,4.5,4,2
"474","Adnams plc, Sole Bay Brewery","Adnams Ghost Ship",4.25,3.25,4.25,4.25,4.5,4.25,2
"475","Adnams plc, Sole Bay Brewery","Adnams Gunhill",3.8,3.55,3.95,3.65,4,3.6,10
"476","Adnams plc, Sole Bay Brewery","Adnams Innovation",3.94736842105263,3.84210526315789,3.81578947368421,3.84210526315789,6.7,3.92105263157895,19
"477","Adnams plc, Sole Bay Brewery","Adnams Lighthouse",3.875,3.5,3.625,3.75,3.4,3.875,4
"478","Adnams plc, Sole Bay Brewery","Adnams May Day",4,3.5,3.5,3.5,5,3.5,1
"479","Adnams plc, Sole Bay Brewery","Adnams Old Ale",3.75,4,4,4,4.1,3.75,2
"480","Adnams plc, Sole Bay Brewery","Adnams Oyster Stout",4,4,3.75,3.75,4.3,3.5,2
"481","Adnams plc, Sole Bay Brewery","Adnams Regatta",3.83333333333333,3.5,3.66666666666667,3.5,4.3,3.33333333333333,3
"482","Adnams plc, Sole Bay Brewery","Adnams Southwold Bitter",3.8,3.475,3.825,3.85,3.7,3.65,20
"483","Adnams plc, Sole Bay Brewery","Adnams Southwold Mild",4.5,4,3.5,4,3.2,4.75,2
"484","Adnams plc, Sole Bay Brewery","Adnams Southwold Winter Beer",3.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,4,3.5,3
"485","Adnams plc, Sole Bay Brewery","Adnams Spiced Winter Beer",3.5,3.875,3.875,3.25,4,3.625,4
"486","Adnams plc, Sole Bay Brewery","Adnams Spindrift",3.25,3,3.25,3,5,3.25,2
"487","Adnams plc, Sole Bay Brewery","Adnams SSB (Suffolk Special Bitter)",3.99642857142857,3.69285714285714,3.92142857142857,3.8,4.5,3.87857142857143,140
"488","Adnams plc, Sole Bay Brewery","Adnams Tally-Ho",3.95652173913043,4,3.8695652173913,4.04347826086957,7,4.10869565217391,23
"489","Adnams plc, Sole Bay Brewery","Adnams Victory Celebration Ale",3.5,4,3.5,4,9.3,4.5,1
"490","Adnams plc, Sole Bay Brewery","Adnams Yuletide",3.66666666666667,3.5,3.66666666666667,3.5,4.5,3.83333333333333,3
"491","Adnams plc, Sole Bay Brewery","Jolly",2.5,3,2.5,2.5,3.4,2.5,1
"492","Adnams plc, Sole Bay Brewery","Marks & Spencer Southwold Dark Ale",4,3.5,3.5,4,7.2,4,1
"493","Adnams plc, Sole Bay Brewery","Marks & Spencer Southwold IPA",4,4,4,3.5,6.8,3.75,2
"494","Adnams plc, Sole Bay Brewery","Marks & Spencer Southwold Summer Beer",4.25,4,4,4.25,5,4.5,2
"495","Adnams plc, Sole Bay Brewery","Marks & Spencer Southwold Winter IPA",2.5,2.75,2.75,3,6.7,2.5,2
"496","Adnams plc, Sole Bay Brewery","Solebay Celebratory Beer",3.75,3.5,3.5,3.5,10,3.75,2
"497","Adnams plc, Sole Bay Brewery","Southwold German Style Wheat Beer",4,4,4,3.5,4.1,3.5,1
"498","Ægir Bryggeri","Ægir Bøyla Blonde Ale",3.66666666666667,3.5,3.66666666666667,4,4.7,3.83333333333333,3
